active_need_max,active_need_mean,active_need_min,active_need_negative_fraction,active_need_nonzero_fraction,active_need_positive_fraction,active_need_std,active_need_sum,base_reward_max,base_reward_mean,base_reward_min,base_reward_negative_fraction,base_reward_nonzero_fraction,base_reward_positive_fraction,base_reward_std,base_reward_sum,disposal_penalty_term_max,disposal_penalty_term_mean,disposal_penalty_term_min,disposal_penalty_term_negative_fraction,disposal_penalty_term_nonzero_fraction,disposal_penalty_term_positive_fraction,disposal_penalty_term_std,disposal_penalty_term_sum,files,final_reward_max,final_reward_mean,final_reward_min,final_reward_negative_fraction,final_reward_nonzero_fraction,final_reward_positive_fraction,final_reward_std,final_reward_sum,need_penalty_max,need_penalty_mean,need_penalty_min,need_penalty_negative_fraction,need_penalty_nonzero_fraction,need_penalty_positive_fraction,need_penalty_std,need_penalty_sum,overshoot_max,overshoot_mean,overshoot_min,overshoot_negative_fraction,overshoot_nonzero_fraction,overshoot_penalty_max,overshoot_penalty_mean,overshoot_penalty_min,overshoot_penalty_negative_fraction,overshoot_penalty_nonzero_fraction,overshoot_penalty_positive_fraction,overshoot_penalty_std,overshoot_penalty_sum,overshoot_positive_fraction,overshoot_scaled_max,overshoot_scaled_mean,overshoot_scaled_min,overshoot_scaled_negative_fraction,overshoot_scaled_nonzero_fraction,overshoot_scaled_positive_fraction,overshoot_scaled_std,overshoot_scaled_sum,overshoot_std,overshoot_sum,productivity_bonus_max,productivity_bonus_mean,productivity_bonus_min,productivity_bonus_negative_fraction,productivity_bonus_nonzero_fraction,productivity_bonus_positive_fraction,productivity_bonus_std,productivity_bonus_sum,rows,run,score_delta_bonus_max,score_delta_bonus_mean,score_delta_bonus_min,score_delta_bonus_negative_fraction,score_delta_bonus_nonzero_fraction,score_delta_bonus_positive_fraction,score_delta_bonus_std,score_delta_bonus_sum,score_delta_max,score_delta_mean,score_delta_min,score_delta_negative_fraction,score_delta_nonzero_fraction,score_delta_positive_fraction,score_delta_std,score_delta_sum,shaping_reward_max,shaping_reward_mean,shaping_reward_min,shaping_reward_negative_fraction,shaping_reward_nonzero_fraction,shaping_reward_positive_fraction,shaping_reward_std,shaping_reward_sum,shortfall_penalty_term_max,shortfall_penalty_term_mean,shortfall_penalty_term_min,shortfall_penalty_term_negative_fraction,shortfall_penalty_term_nonzero_fraction,shortfall_penalty_term_positive_fraction,shortfall_penalty_term_std,shortfall_penalty_term_sum,unmet_need_max,unmet_need_mean,unmet_need_min,unmet_need_negative_fraction,unmet_need_nonzero_fraction,unmet_need_positive_fraction,unmet_need_scaled_max,unmet_need_scaled_mean,unmet_need_scaled_min,unmet_need_scaled_negative_fraction,unmet_need_scaled_nonzero_fraction,unmet_need_scaled_positive_fraction,unmet_need_scaled_std,unmet_need_scaled_sum,unmet_need_std,unmet_need_sum
10.0,4.697030487804878,-23.0,0.15428048780487805,0.9588810975609756,0.8046006097560976,4.962445961358735,1540626.0,0.0179175791359744,-4.9402629055581366e-05,-0.0407152787709074,0.043673780487804875,0.06857317073170732,0.02489939024390244,0.0005349395053180782,-16.204062330230688,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8,0.0197093370495719,-5.434289196113959e-05,-0.0447868066479981,0.043673780487804875,0.06857317073170732,0.02489939024390244,0.0005884334558498868,-17.824468563253784,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.6470518292682926,0.0,0.0,0.15428048780487805,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.15428048780487805,2.3,0.0647051829268293,0.0,0.0,0.15428048780487805,0.15428048780487805,0.19867174760826084,21223.30000000001,1.9867174760826083,212233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328000,sweep_bs_00_baseline,0.0017917579135974,-4.940262905557363e-06,-0.0040715278770907,0.043673780487804875,0.06857317073170732,0.02489939024390244,5.349395053180225e-05,-1.620406233022815,0.0179175791359744,-4.9402629055581366e-05,-0.0407152787709074,0.043673780487804875,0.06857317073170732,0.02489939024390244,0.0005349395053180782,-16.204062330230688,0.0017917579135974,-4.940262905557363e-06,-0.0040715278770907,0.043673780487804875,0.06857317073170732,0.02489939024390244,5.349395053180225e-05,-1.620406233022815,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.344082317073171,0.0,0.0,0.8046006097560976,0.8046006097560976,1.0,0.5344082317073169,0.0,0.0,0.8046006097560976,0.8046006097560976,0.3709852561326239,175285.89999999994,3.7098525613262394,1752859.0
10.0,3.966629392971246,-22.0,0.1758562300319489,0.9484760383386581,0.7726198083067093,4.801357468141586,1241555.0,0.0082115415670716,-3.3819548611479334e-05,-0.0190624652822557,0.03155591054313099,0.049587859424920125,0.018031948881789137,0.0004125683254375867,-10.58551871539303,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8,0.0082115415670716,-3.3819548611479334e-05,-0.0190624652822557,0.03155591054313099,0.049587859424920125,0.018031948881789137,0.0004125683254375867,-10.58551871539303,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.680038338658147,0.0,0.0,0.1758562300319489,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.1758562300319489,2.2,0.06800383386581468,0.0,0.0,0.1758562300319489,0.1758562300319489,0.19338998816960312,21285.199999999997,1.9338998816960316,212852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313000,sweep_bs_01_default_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082115415670716,-3.3819548611479334e-05,-0.0190624652822557,0.03155591054313099,0.049587859424920125,0.018031948881789137,0.0004125683254375867,-10.58551871539303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.646667731629393,0.0,0.0,0.7726198083067093,0.7726198083067093,1.0,0.46466677316293936,0.0,0.0,0.7726198083067093,0.7726198083067093,0.3604610961564494,145440.7,3.604610961564494,1454407.0
10.0,3.824594827586207,-27.0,0.17735919540229886,0.9238333333333333,0.7464741379310345,4.601506270980154,1330959.0,0.0092269326683291,-4.388379683196349e-05,-0.0309530472084871,0.04732758620689655,0.07826724137931035,0.03093965517241379,0.0005098014819510864,-15.271561297523295,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8,0.0138403990024937,-6.582569524794563e-05,-0.0464295708127306,0.04732758620689655,0.07826724137931035,0.03093965517241379,0.0007647022229266342,-22.90734194628508,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.5958017241379311,0.0,0.0,0.17735919540229886,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.17735919540229886,2.7,0.059580172413793105,0.0,0.0,0.17735919540229886,0.17735919540229886,0.1676146781720112,20733.9,1.6761467817201117,207339.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348000,sweep_bs_02_score_delta_05,0.0046134663341645,-2.1941898415981352e-05,-0.0154765236042435,0.04732758620689655,0.07826724137931035,0.03093965517241379,0.0002549007409755388,-7.635780648761511,0.0092269326683291,-4.388379683196349e-05,-0.0309530472084871,0.04732758620689655,0.07826724137931035,0.03093965517241379,0.0005098014819510864,-15.271561297523295,0.0046134663341645,-2.1941898415981352e-05,-0.0154765236042435,0.04732758620689655,0.07826724137931035,0.03093965517241379,0.0002549007409755388,-7.635780648761511,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.420396551724138,0.0,0.0,0.7464741379310345,0.7464741379310345,1.0,0.4420396551724138,0.0,0.0,0.7464741379310345,0.7464741379310345,0.36189801074450506,153829.8,3.6189801074450507,1538298.0
10.0,2.5979099378881987,-26.0,0.2851055900621118,0.950807453416149,0.6657018633540372,5.9052592796473675,836527.0,0.0147181802977086,-5.313114550918389e-05,-0.0480944421865432,0.04135403726708074,0.06390062111801242,0.022546583850931678,0.0005801799002160757,-17.10822885395721,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8,0.0161078554703366,-0.00011903552312828265,-0.0530252197385309,0.6457080745341615,0.6657049689440994,0.019996894409937887,0.0006472460800544938,-38.32943844730701,-0.0,-6.0591263068178166e-05,-0.0001995,0.6657018633540372,0.6657018633540372,0.0,5.8611830413415486e-05,-19.51038670795337,26.0,1.4331180124223601,0.0,0.0,0.2851055900621118,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.2851055900621118,2.6,0.14331180124223603,0.0,0.0,0.2851055900621118,0.2851055900621118,0.30266470748773283,46146.4,3.026647074877329,461464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322000,sweep_bs_03_need_0001,0.0014718180297708,-5.31311455091764e-06,-0.0048094442186543,0.04135403726708074,0.06390062111801242,0.022546583850931678,5.801799002160209e-05,-1.7108228853954803,0.0147181802977086,-5.313114550918389e-05,-0.0480944421865432,0.04135403726708074,0.06390062111801242,0.022546583850931678,0.0005801799002160757,-17.10822885395721,0.001389675172628,-6.590437761909668e-05,-0.0049307775519876,0.6619099378881987,0.6657049689440994,0.0037950310559006213,8.687052356749668e-05,-21.22120959334913,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.031027950310559,0.0,0.0,0.6657018633540372,0.6657018633540372,1.0,0.403102795031056,0.0,0.0,0.6657018633540372,0.6657018633540372,0.3762656140805735,129799.10000000003,3.7626561408057353,1297991.0
10.0,0.9418145695364238,-29.0,0.38983774834437085,0.9375596026490066,0.5477218543046357,6.115126982700307,284428.0,0.0125832716506291,-4.230934693367444e-05,-0.0301326413347347,0.027149006622516555,0.04028476821192053,0.013135761589403973,0.0005094612678034289,-12.77742277396968,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8,0.013679098815692,-0.00015845882168020748,-0.0334496554682081,0.5384602649006622,0.547725165562914,0.009264900662251656,0.0005937086299070478,-47.85456414742266,-0.0,-0.00011191854005316408,-0.00049875,0.5477218543046357,0.5477218543046357,0.0,0.00013668665494898286,-33.79939909605555,29.0,2.0712086092715234,0.0,0.0,0.38983774834437085,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.38983774834437085,2.9,0.20712086092715237,0.0,0.0,0.38983774834437085,0.38983774834437085,0.3496578216139163,62550.500000000015,3.4965782161391634,625505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302000,sweep_bs_04_need_00025,0.0012583271650629,-4.230934693366884e-06,-0.0030132641334734,0.027149006622516555,0.04028476821192053,0.013135761589403973,5.094612678033818e-05,-1.2777422773967988,0.0125832716506291,-4.230934693367444e-05,-0.0301326413347347,0.027149006622516555,0.04028476821192053,0.013135761589403973,0.0005094612678034289,-12.77742277396968,0.0010958271650629,-0.00011614947474653142,-0.0033170141334734,0.5473245033112583,0.547725165562914,0.00040066225165562915,0.00015190202940366045,-35.07714137345249,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.013023178807947,0.0,0.0,0.5477218543046357,0.5477218543046357,1.0,0.30130231788079476,0.0,0.0,0.5477218543046357,0.5477218543046357,0.35619486757386626,90993.30000000002,3.561948675738662,909933.0
10.0,2.092067073170732,-27.0,0.32153658536585367,0.9431920731707317,0.621655487804878,6.035794699162079,686198.0,0.0089033736830324,-6.128248992637197e-05,-0.0386806276766378,0.044954268292682925,0.06689939024390244,0.02194512195121951,0.0005937904859553115,-20.10065669585001,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8,0.0088889491465737,-0.00034727308801461214,-0.0429320237776349,0.6116189024390244,0.6216646341463414,0.010045731707317073,0.0007514077983115116,-113.90557286879279,-0.0,-0.000279862349095601,-0.0009974874371859,0.621655487804878,0.621655487804878,0.0,0.00029297391018166656,-91.79485050335713,27.0,1.6421158536585365,0.0,0.0,0.32153658536585367,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.32153658536585367,2.7,0.16421158536585362,0.0,0.0,0.32153658536585367,0.32153658536585367,0.31488244644963265,53861.39999999999,3.148824464496326,538614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328000,sweep_bs_05_need_0005,0.0008903373683032,-6.128248992636339e-06,-0.0038680627676637,0.044954268292682925,0.06689939024390244,0.02194512195121951,5.937904859552549e-05,-2.010065669584719,0.0089033736830324,-6.128248992637197e-05,-0.0386806276766378,0.044954268292682925,0.06689939024390244,0.02194512195121951,0.0005937904859553115,-20.10065669585001,0.0003036034655451,-0.000285990598088238,-0.0042513961009971,0.6215853658536585,0.6216646341463414,7.926829268292683e-05,0.0003067579656671223,-93.80491617294207,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.734182926829268,0.0,0.0,0.621655487804878,0.621655487804878,1.0,0.37341829268292676,0.0,0.0,0.621655487804878,0.621655487804878,0.3775150696712348,122481.19999999997,3.7751506967123474,1224812.0
10.0,3.161320359281437,-24.0,0.22900898203592815,0.9391137724550899,0.7101047904191616,4.964252312536369,1055881.0,0.0178134045869516,-5.403500840825637e-05,-0.0314104702395213,0.04553592814371257,0.07096706586826347,0.025431137724550898,0.0005743052651375087,-18.047692808357628,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8,0.019480937198904,-9.738517654641292e-05,-0.0346406755932655,0.6866047904191617,0.7101077844311378,0.023502994011976048,0.0006386891764223342,-32.52664896650192,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.87137125748503,0.0,0.0,0.22900898203592815,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.22900898203592815,2.4,0.08713712574850298,0.0,0.0,0.22900898203592815,0.22900898203592815,0.21182075935761058,29103.799999999996,2.118207593576106,291038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334000,sweep_bs_06_shortfall_0001,0.0017813404586951,-5.403500840824871e-06,-0.0031410470239521,0.04553592814371257,0.07096706586826347,0.025431137724550898,5.743052651374528e-05,-1.804769280835507,0.0178134045869516,-5.403500840825637e-05,-0.0314104702395213,0.04553592814371257,0.07096706586826347,0.025431137724550898,0.0005743052651375087,-18.047692808357628,0.0016675326119524,-4.335016813815477e-05,-0.0032302053537441,0.69987125748503,0.7101077844311378,0.010236526946107785,7.488393684612412e-05,-14.478956158143692,-0.0,-3.7946667297329805e-05,-0.0002286721456932,0.7101047904191616,0.7101047904191616,0.0,4.070500118587038e-05,-12.674186877308156,10.0,4.032691616766467,0.0,0.0,0.7101047904191616,0.7101047904191616,1.0,0.40326916167664667,0.0,0.0,0.7101047904191616,0.7101047904191616,0.3623400811520587,134691.9,3.623400811520587,1346919.0
10.0,3.7863006329113924,-23.0,0.16236708860759494,0.9489841772151899,0.7866170886075949,4.306056463954726,1196471.0,0.0084416680736112,-3.418369072818269e-05,-0.0360096849409853,0.0332373417721519,0.053740506329113924,0.020503164556962026,0.0004946873628723695,-10.802046270105729,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8,0.0091241089351172,-0.0001407206630143803,-0.0398215729783633,0.7696645569620253,0.786620253164557,0.016955696202531647,0.0005590293417656116,-44.46772951254417,-0.0,-6.481882251198607e-05,-0.0001994923857868,0.7866170886075949,0.7866170886075949,0.0,5.2150276574770776e-05,-20.4827479137876,23.0,0.5522151898734177,0.0,0.0,0.16236708860759494,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.16236708860759494,2.3,0.05522151898734178,0.0,0.0,0.16236708860759494,0.16236708860759494,0.16250716539459922,17450.000000000004,1.6250716539459922,174500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316000,sweep_bs_07_need_0001_shortfall_0001,0.0008441668073611,-3.4183690728177796e-06,-0.0036009684940985,0.0332373417721519,0.053740506329113924,0.020503164556962026,4.9468736287232154e-05,-1.0802046270104184,0.0084416680736112,-3.418369072818269e-05,-0.0360096849409853,0.0332373417721519,0.053740506329113924,0.020503164556962026,0.0004946873628723695,-10.802046270105729,0.0006824408615059,-0.00010653697228619575,-0.003811888037378,0.7846550632911392,0.786620253164557,0.0019651898734177214,0.00010268698994967958,-33.66568324243786,-0.0,-3.829978070139891e-05,-0.0002151743140668,0.7866170886075949,0.7866170886075949,0.0,3.6456627580856774e-05,-12.102730701642056,10.0,4.33851582278481,0.0,0.0,0.7866170886075949,0.7866170886075949,1.0,0.43385158227848114,0.0,0.0,0.7866170886075949,0.7866170886075949,0.33331157419610163,137097.10000000003,3.3331157419610165,1370971.0
10.0,1.7733450479233226,-22.0,0.35515015974440894,0.9441693290734824,0.5890191693290735,5.681726130347785,555057.0,0.0139530640132705,-4.3525879774780636e-05,-0.0273745736828886,0.03500958466453674,0.05397124600638978,0.018961661341853037,0.000489890671588165,-13.62360036950634,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8,0.014987115592666,-0.00020452672822618464,-0.0305731187549853,0.5768210862619808,0.5890223642172524,0.012201277955271565,0.0005907418888583672,-64.01686593479579,-0.0,-0.00012641040885680345,-0.0004987244897959,0.5890191693290735,0.5890191693290735,0.0,0.00014303690042534684,-39.56645797217948,22.0,1.5880702875399362,0.0,0.0,0.35515015974440894,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.35515015974440894,2.2,0.15880702875399358,0.0,0.0,0.35515015974440894,0.35515015974440894,0.2826541392256675,49706.59999999999,2.8265413922566758,497066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313000,sweep_bs_08_need_00025_shortfall_0001,0.001395306401327,-4.352587977477446e-06,-0.0027374573682888,0.03500958466453674,0.05397124600638978,0.018961661341853037,4.898906715881141e-05,-1.3623600369504405,0.0139530640132705,-4.3525879774780636e-05,-0.0273745736828886,0.03500958466453674,0.05397124600638978,0.018961661341853037,0.000489890671588165,-13.62360036950634,0.0010340515793954,-0.00016100084845140197,-0.0032188464201101,0.5887476038338658,0.5890223642172524,0.00027476038338658147,0.00019135803051256067,-50.393265565288814,-0.0,-3.023785161712029e-05,-0.0002227052608603,0.5890191693290735,0.5890191693290735,0.0,3.8698358510497014e-05,-9.464447556158651,10.0,3.361415335463259,0.0,0.0,0.5890191693290735,0.5890191693290735,1.0,0.3361415335463258,0.0,0.0,0.5890191693290735,0.5890191693290735,0.36900289743705267,105212.29999999997,3.690028974370526,1052123.0
10.0,3.7301962025316455,-22.0,0.2117721518987342,0.9494651898734178,0.7376930379746836,5.34469677818053,1178742.0,0.0135802469135802,-5.05303371542218e-05,-0.0224074895447653,0.03732911392405063,0.05794620253164557,0.02061708860759494,0.0005462279858345166,-15.967586540734088,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,8,0.0149382716049383,0.00021155887596579888,-0.0244982384992418,0.03649050632911392,0.8801993670886076,0.8437088607594937,0.0006490564014906232,66.85260480519244,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.9269588607594936,0.0,0.0,0.2117721518987342,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.2117721518987342,2.2,0.09269588607594935,0.0,0.0,0.2117721518987342,0.2117721518987342,0.23489309815627618,29291.899999999994,2.3489309815627615,292919.0,0.0005,0.00026714224683544303,0.0,0.0,0.8468924050632911,0.8468924050632911,0.0001898308277653773,84.41695,316000,sweep_bs_09_productivity_0005,0.001358024691358,-5.053033715421468e-06,-0.0022407489544765,0.03732911392405063,0.05794620253164557,0.02061708860759494,5.462279858344604e-05,-1.5967586540731837,0.0135802469135802,-5.05303371542218e-05,-0.0224074895447653,0.03732911392405063,0.05794620253164557,0.02061708860759494,0.0005462279858345166,-15.967586540734088,0.001358024691358,0.000262089213120021,-0.0021339760352515,0.030303797468354432,0.8801993670886076,0.8498955696202531,0.00020302935977947867,82.82019134592663,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.657155063291139,0.0,0.0,0.7376930379746836,0.7376930379746836,1.0,0.46571550632911385,0.0,0.0,0.7376930379746836,0.7376930379746836,0.37966165553075454,147166.09999999998,3.7966165553075464,1471661.0
